GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,Statement Coverage,Branch Coverage,CC
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,PSquarePercentile.Marker,3,483,7,43,1,71,7,33,0,15,98.61111111,86,40
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Min,6,107,0,12,3,29,1,14,1,8,90.625,100,15
Apache Commons Math,org.apache.commons.math3.stat.descriptive.rank,Max,6,107,0,12,3,29,1,14,1,8,90.625,100,15
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,EvaluationRmsChecker,5,31,0,4,2,8,1,4,1,2,80,100,5
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer.InternalData,0,21,0,0,0,8,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,OptimumImpl,8,40,0,0,2,12,2,8,2,8,85.71428571,0,10
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresAdapter,0,35,0,0,0,10,0,8,0,8,100,0,8
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,DenseWeightedEvaluation,0,29,0,0,0,7,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,14,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,40,0,0,0,10,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,27,0,0,0,6,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition.new GaussNewtonOptimizer.Decomposition() {...},0,39,0,0,0,10,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizer,90,1997,16,186,17,361,20,99,5,13,95.5026455,92.07920792,119
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalValueAndJacobianFunction,0,40,0,0,0,9,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresBuilder,5,90,0,0,2,22,1,14,1,14,91.66666667,0,15
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer,28,174,1,17,6,41,5,11,4,3,87.23404255,94.44444444,16
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,AbstractEvaluation,0,76,0,2,0,18,0,6,0,5,100,100,6
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem.UnweightedEvaluation,0,25,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem.LazyUnweightedEvaluation,20,14,0,0,3,5,3,1,3,1,62.5,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new LeastSquaresAdapter() {...},14,0,0,0,3,0,2,0,2,0,0,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new ConvergenceChecker() {...},0,31,0,0,0,6,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory,57,77,0,6,6,16,6,8,6,5,72.72727273,100,14
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.new LeastSquaresAdapter() {...},0,16,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition,9,49,0,0,0,5,2,2,2,2,100,0,4
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem,2,99,1,9,0,21,1,9,0,5,100,90,10
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.InitializationCompletedMarkerException,0,5,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE.SecondaryComponent,0,24,0,0,0,7,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE,57,289,4,14,7,58,6,20,2,15,89.23076923,77.77777778,26
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices,44,358,9,25,9,68,9,19,0,11,88.31168831,73.52941176,28
Apache Commons Math,org.apache.commons.math3.ode,UnknownParameterException,0,16,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode,MultistepFieldIntegrator.InitializationCompletedMarkerException,0,5,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.NordsieckInitializer,54,220,2,8,6,36,2,6,0,3,85.71428571,80,8
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator,10,612,2,54,2,135,4,49,2,23,98.54014599,96.42857143,53
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MismatchedEquations,6,0,0,0,2,0,1,0,1,0,0,0,1
Apache Commons Math,org.apache.commons.math3.ode,MultistepFieldIntegrator,25,246,1,7,7,49,6,12,5,9,87.5,87.5,18
Apache Commons Math,org.apache.commons.math3.ode,ContinuousOutputModel,22,537,3,45,3,110,5,32,2,11,97.34513274,93.75,37
Apache Commons Math,org.apache.commons.math3.ode,FirstOrderConverter,0,75,0,0,0,14,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.ode,FieldEquationsMapper,0,355,0,26,0,61,0,22,0,9,100,100,22
Apache Commons Math,org.apache.commons.math3.ode,ParameterConfiguration,0,19,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.ode,AbstractParameterizable,16,59,0,8,5,13,2,7,2,3,72.22222222,100,9
Apache Commons Math,org.apache.commons.math3.ode,ParameterizedWrapper,35,0,2,0,12,0,8,0,7,0,0,0,8
Apache Commons Math,org.apache.commons.math3.ode,FieldODEState,0,106,0,10,0,19,0,14,0,9,100,100,14
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator,36,165,2,2,7,37,6,9,4,9,84.09090909,50,15
Apache Commons Math,org.apache.commons.math3.ode,AbstractFieldIntegrator,15,552,6,44,3,123,8,46,2,27,97.61904762,88,54
Apache Commons Math,org.apache.commons.math3.ode,MultistepFieldIntegrator.FieldNordsieckInitializer,0,201,0,6,0,28,0,6,0,3,100,100,6
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator.new Comparator() {...},0,18,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.JacobiansSecondaryEquations,9,252,5,21,1,39,5,11,0,3,97.5,80.76923077,16
Apache Commons Math,org.apache.commons.math3.ode,FieldODEStateAndDerivative,0,49,0,2,0,8,0,5,0,4,100,100,5
Apache Commons Math,org.apache.commons.math3.ode,FieldExpandableODE,0,142,0,4,0,28,0,7,0,5,100,100,7
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.new FirstOrderDifferentialEquations() {...},19,0,0,0,4,0,3,0,3,0,0,0,3
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MainStateJacobianWrapper,8,90,1,5,1,18,1,6,0,4,94.73684211,83.33333333,7
Apache Commons Math,org.apache.commons.math3.ode,EquationsMapper,16,43,2,2,2,12,2,5,0,5,85.71428571,50,7
Apache Commons Math,org.apache.commons.math3.ode,ParameterJacobianWrapper,9,113,2,6,2,22,3,5,1,3,91.66666667,75,8
Apache Commons Math,org.apache.commons.math3.ode,AbstractFieldIntegrator.new Comparator() {...},0,20,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode,ContinuousOutputFieldModel,14,619,4,46,2,112,4,30,0,9,98.24561404,92,34
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.MultiDimensionalComplexMatrix,46,263,8,22,8,53,6,16,0,7,86.8852459,73.33333333,22
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer,30,1379,9,54,4,169,9,33,0,10,97.68786127,85.71428571,42
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.new Object() {...},2,17,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.transform,TransformUtils,38,254,4,10,9,24,5,9,2,5,72.72727273,71.42857143,14
Apache Commons Math,org.apache.commons.math3.transform,FastCosineTransformer,0,303,0,14,0,44,0,11,0,4,100,100,11
Apache Commons Math,org.apache.commons.math3.transform,DstNormalization,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.transform,TransformType,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.transform,DctNormalization,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.transform,DftNormalization,5,33,0,0,0,3,1,3,1,3,100,0,4
Apache Commons Math,org.apache.commons.math3.transform,FastHadamardTransformer,21,208,1,17,3,39,2,13,1,5,92.85714286,94.44444444,15
Apache Commons Math,org.apache.commons.math3.transform,FastSineTransformer,0,247,0,14,0,40,0,11,0,4,100,100,11
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator.new UnivariateFunction() {...},0,23,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,InterpolatingMicrosphere.Facet,0,9,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunction,68,17988,10,70,6,97,10,35,0,5,94.17475728,87.5,45
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction.MicrosphereSurfaceElement,0,37,0,2,0,13,0,7,0,6,100,100,7
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,63,0,0,0,6,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,LoessInterpolator,33,544,4,48,6,110,6,30,2,8,94.82758621,92.30769231,36
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},54,9,0,0,5,1,1,1,1,1,16.66666667,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},54,9,0,0,5,1,1,1,1,1,16.66666667,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,67,0,0,0,7,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,67,0,0,0,7,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereProjectionInterpolator.new MultivariateFunction() {...},0,30,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunction,16,1791,6,48,3,81,8,32,2,11,96.42857143,88.88888889,40
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineFunction,30,202,6,18,3,25,6,8,0,2,89.28571429,75,14
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,20,266,5,27,5,45,6,14,1,3,90,84.375,20
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,FieldHermiteInterpolator,0,415,0,30,0,64,0,19,0,4,100,100,19
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicInterpolator.new BicubicInterpolatingFunction() {...},0,58,0,8,0,4,0,6,0,2,100,100,6
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,InterpolatingMicrosphere2D,9,38,0,2,3,6,2,2,2,1,66.66666667,100,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicFunction,30,202,6,18,3,25,6,8,0,2,89.28571429,75,14
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolator,4,37,4,10,1,7,4,5,0,2,87.5,71.42857143,9
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolator,27,480,3,23,4,63,3,14,0,4,94.02985075,88.46153846,17
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,DividedDifferenceInterpolator,0,100,0,4,0,17,0,5,0,3,100,100,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,SplineInterpolator,0,330,0,12,0,38,0,8,0,2,100,100,8
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,HermiteInterpolator,0,402,0,28,0,62,0,21,0,7,100,100,21
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolator,4,577,4,50,1,78,4,27,0,4,98.73417722,92.59259259,31
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicInterpolator,4,188,3,9,1,28,3,5,0,2,96.55172414,75,8
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction,32,220,8,22,6,42,8,10,0,3,87.5,73.33333333,18
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereProjectionInterpolator,38,78,8,8,6,17,8,3,0,3,73.91304348,50,11
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolator,12,37,2,2,2,10,2,3,0,3,83.33333333,50,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunction,126,18146,22,70,9,104,17,35,1,5,92.03539823,76.08695652,52
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolator,4,308,3,31,1,48,3,19,0,5,97.95918367,91.17647059,22
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,NevilleInterpolator,0,9,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicInterpolator.new TricubicInterpolatingFunction() {...},58,26,12,0,3,1,7,1,1,1,25,0,8
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunction,4,1664,6,42,1,63,6,24,0,6,98.4375,87.5,30
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,LinearInterpolator,0,108,0,8,0,18,0,6,0,2,100,100,6
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunction,61,255,16,36,5,48,13,17,1,3,90.56603774,69.23076923,30
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicFunction,20,139,4,10,2,21,4,6,0,3,91.30434783,71.42857143,10
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction,25,316,4,18,4,50,5,15,1,8,92.59259259,81.81818182,20
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicInterpolator,4,502,4,16,1,51,4,8,0,2,98.07692308,80,12
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,InterpolatingMicrosphere,118,277,11,31,21,58,13,19,3,8,73.41772152,73.80952381,32
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator,0,165,0,6,0,28,0,6,0,3,100,100,6
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,InterpolatingMicrosphere.FacetData,0,15,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.oned,NeuronString,39,237,4,18,5,40,6,13,2,6,88.88888889,81.81818182,19
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.oned,NeuronString.SerializationProxy,0,17,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering.evaluation,SumOfClusterVariances,0,54,1,5,0,13,1,4,0,2,100,83.33333333,5
Apache Commons Math,org.apache.commons.math3.ml.clustering.evaluation,ClusterEvaluator,8,98,1,11,3,19,2,9,1,4,86.36363636,91.66666667,11
Apache Commons Math,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,30,447,1,12,4,68,2,12,1,5,94.44444444,92.30769231,14
Apache Commons Math,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,34,89,5,7,7,22,5,5,1,3,75.86206897,58.33333333,10
Apache Commons Math,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator.new UnivariateFunction() {...},0,11,0,0,0,2,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,7,155,1,7,1,34,1,9,0,6,97.14285714,87.5,10
Apache Commons Math,org.apache.commons.math3.analysis.integration,RombergIntegrator,20,141,4,8,6,31,4,6,1,3,83.78378378,66.66666667,10
Apache Commons Math,org.apache.commons.math3.analysis.integration,BaseAbstractUnivariateIntegrator,13,133,1,3,3,40,2,15,1,14,93.02325581,75,17
Apache Commons Math,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,20,159,4,10,6,37,4,8,1,4,86.04651163,71.42857143,12
Apache Commons Math,org.apache.commons.math3.analysis.integration,MidPointIntegrator,10,145,3,9,3,32,3,8,0,5,91.42857143,75,11
Apache Commons Math,org.apache.commons.math3.geometry,VectorFormat,37,150,1,15,13,37,8,12,7,5,74,93.75,20
Apache Commons Math,org.apache.commons.math3.optimization.fitting,HarmonicFitter.ParameterGuesser,4,464,2,28,1,93,2,18,0,5,98.93617021,93.33333333,20
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.OldTheoreticalValuesFunction,0,47,0,2,0,10,0,4,0,3,100,100,4
Apache Commons Math,org.apache.commons.math3.optimization.fitting,PolynomialFitter,26,14,0,0,5,4,3,2,3,2,44.44444444,0,5
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.ParameterGuesser.new Comparator() {...},40,24,15,5,15,8,10,2,0,2,34.7826087,25,12
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.OldTheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,42,0,2,0,7,0,3,0,2,100,100,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,WeightedObservedPoint,0,21,0,0,0,8,0,4,0,4,100,0,4
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter,37,101,1,3,10,22,4,7,3,6,68.75,75,11
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.ParameterGuesser,21,319,6,28,5,55,6,19,0,8,91.66666667,82.35294118,25
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.TheoreticalValuesFunction,121,0,8,0,21,0,7,0,3,0,0,0,7
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.new Gaussian.Parametric() {...},1,40,0,0,1,10,0,3,0,3,90.90909091,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,HarmonicFitter,0,20,0,0,0,4,0,3,0,3,100,0,3
Apache Commons Math,org.apache.commons.math3.optim.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearConstraint,60,87,6,6,15,24,7,10,2,9,61.53846154,50,17
Apache Commons Math,org.apache.commons.math3.optim.linear,NonNegativeConstraint,0,9,0,0,0,4,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.optim.linear,PivotSelectionRule,9,29,0,0,0,3,2,2,2,2,100,0,4
Apache Commons Math,org.apache.commons.math3.optim.linear,Relationship,8,60,0,3,1,11,2,6,2,4,91.66666667,100,8
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearObjectiveFunction,14,77,4,4,3,20,5,9,1,9,86.95652174,50,14
Apache Commons Math,org.apache.commons.math3.optim.linear,SimplexSolver,18,400,3,61,6,101,5,39,2,10,94.39252336,95.3125,44
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearOptimizer,0,64,0,8,0,18,0,10,0,6,100,100,10
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearConstraintSet,29,17,2,0,4,5,2,2,1,2,55.55555556,0,4
Apache Commons Math,org.apache.commons.math3.optim.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,SimplexTableau,49,1132,11,127,10,205,14,92,3,34,95.34883721,92.02898551,106
Apache Commons Math,org.apache.commons.math3.optim.linear,Relationship.new Object() {...},2,17,0,0,0,1,0,1,0,1,100,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,SolutionCallback,0,25,0,4,0,5,0,6,0,4,100,100,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator,29,382,2,30,4,76,2,17,0,3,95,93.75,19
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54FieldIntegrator,0,591,0,8,0,76,0,12,0,8,100,100,12
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator.Corrector,13,132,2,6,0,21,2,6,0,4,100,75,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillFieldIntegrator,0,202,0,2,0,28,0,6,0,5,100,100,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EmbeddedRungeKuttaFieldIntegrator,9,723,0,50,3,101,3,33,3,8,97.11538462,100,36
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaStepInterpolator,18,223,7,23,2,49,7,14,0,6,96.07843137,76.66666667,21
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaIntegrator,0,88,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54Integrator,0,331,0,6,0,19,0,8,0,5,100,100,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853StepInterpolator,21,1578,5,43,4,116,5,29,0,10,96.66666667,89.58333333,34
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsNordsieckTransformer,9,464,0,32,2,74,1,23,1,7,97.36842105,100,24
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaFieldIntegrator,9,571,1,39,1,73,1,23,0,4,98.64864865,97.5,24
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillFieldStepInterpolator,0,296,1,3,0,33,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointFieldStepInterpolator,0,128,1,3,0,16,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaStepInterpolator,0,269,1,7,0,35,1,7,0,4,100,87.5,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerFieldStepInterpolator,0,83,1,3,0,9,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesFieldStepInterpolator,0,277,1,3,0,27,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaIntegrator,7,543,1,43,1,82,1,24,0,3,98.79518072,97.72727273,25
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesStepInterpolator,0,308,1,7,0,38,1,7,0,4,100,87.5,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesIntegrator,0,88,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerFieldIntegrator,0,47,0,0,0,8,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeIntegrator,17,395,7,39,3,83,6,29,0,12,96.51162791,84.7826087,35
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EmbeddedRungeKuttaIntegrator,0,626,0,54,0,112,0,36,0,9,100,100,36
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54FieldStepInterpolator,0,439,1,3,0,30,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherStepInterpolator,0,722,1,7,0,50,1,8,0,5,100,87.5,9
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerIntegrator,0,25,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillIntegrator,0,117,0,0,0,8,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853Integrator,0,895,0,6,0,43,0,8,0,5,100,100,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherFieldIntegrator,0,448,0,2,0,47,0,6,0,5,100,100,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaFieldStepInterpolator,0,254,1,3,0,26,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesFieldIntegrator,0,172,0,2,0,24,0,6,0,5,100,100,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaFieldIntegrator,0,166,0,2,0,24,0,6,0,5,100,100,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherIntegrator,0,288,0,0,0,6,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GraggBulirschStoerStepInterpolator,59,842,15,43,9,127,14,25,0,10,93.38235294,74.13793103,39
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54StepInterpolator,0,449,1,7,0,41,1,7,0,4,100,87.5,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonFieldIntegrator.Corrector,15,157,2,6,0,23,2,6,0,4,100,75,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853FieldIntegrator,5,1978,1,7,1,229,1,11,0,8,99.56521739,87.5,12
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeFieldIntegrator,90,448,14,28,10,77,13,19,3,8,88.50574713,66.66666667,32
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointIntegrator,0,42,0,0,0,5,0,2,0,2,100,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54Integrator,0,318,0,4,0,16,0,7,0,5,100,100,7
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853FieldStepInterpolator,0,2259,1,7,0,182,1,7,0,4,100,87.5,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsIntegrator,0,48,0,0,0,10,0,5,0,5,100,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherFieldStepInterpolator,0,778,1,3,0,48,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsFieldStepInterpolator,18,206,0,6,1,31,1,7,1,4,96.875,100,8
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaFieldStepInterpolator,0,113,0,6,0,14,0,9,0,6,100,100,9
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GraggBulirschStoerIntegrator,25,1985,22,212,7,305,22,109,0,13,97.75641026,90.5982906,131
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54FieldStepInterpolator,0,918,1,3,0,124,1,4,0,3,100,75,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54FieldIntegrator,0,566,0,6,0,75,0,11,0,8,100,100,11
